Index Raw,"Behavior Regulation"," Emotion Regulation","Cognitive Regulation"
96,"[null, null]","[null, null]","[80, >99]"
95,"[null, null]","[null, null]","[79, >99]"
94,"[null, null]","[null, null]","[78, >99]"
93,"[null, null]","[null, null]","[77,>99]"
92,"[null, null]","[null, null]","[77,>99]"
91,"[null, null]","[null, null]","[76,99]"
90,"[null, null]","[null, null]","[75,99]"
89,"[null, null]","[null, null]","[75,99]"
88,"[null, null]","[null, null]","[74,99]"
87,"[null, null]","[null, null]","[73,99]"
86,"[null, null]","[null, null]","[73,99]"
85,"[null, null]","[null, null]","[72,99]"
84,"[null, null]","[null, null]","[71,99]"
83,"[null, null]","[null, null]","[71,99]"
82,"[null, null]","[null, null]","[70,96]"
81,"[null, null]","[null, null]","[69,96]"
80,"[null, null]","[null, null]","[69,96]"
79,"[null, null]","[null, null]","[68,95]"
78,"[null, null]","[null, null]","[67,93]"
77,"[null, null]","[null, null]","[67,93]"
76,"[null, null]","[null, null]","[66,90]"
75,"[null, null]","[null, null]","[65,90]"
74,"[null, null]","[null, null]","[65,90]"
73,"[null, null]","[null, null]","[64,88]"
72,"[null, null]","[null, null]","[63,88]"
71,"[null, null]","[null, null]","[63,87]"
70,"[null, null]","[null, null]","[62,87]"
69,"[null, null]","[null, null]","[61,86]"
68,"[null, null]","[null, null]","[60,84]"
67,"[null, null]","[null, null]","[60,84]"
66,"[null, null]","[null, null]","[59,84]"
65,"[null, null]","[null, null]","[58,83]"
64,"[null, null]","[null, null]","[58,83]"
63,"[null, null]","[null, null]","[57,79]"
62,"[null, null]","[null, null]","[56,77]"
61,"[null, null]","[null, null]","[56,77]"
60,"[null, null]","[null, null]","[55,72]"
59,"[null, null]","[null, null]","[54,71]"
58,"[null, null]","[null, null]","[54,71]"
57,"[null, null]","[null, null]","[53,66]"
56,"[null, null]","[null, null]","[52,61]"
55,"[null, null]","[null, null]","[52,61]"
54,"[null, null]","[null, null]","[51,57]"
53,"[null, null]","[null, null]","[50,54]"
52,"[null, null]","[null, null]","[50,54]"
51,"[null, null]","[null, null]","[49,49]"
50,"[null, null]","[null, null]","[48,47]"
49,"[null, null]","[null, null]","[47,45]"
48,"[null, null]","[90,>99]","[47,45]"
47,"[null, null]","[88,>99]","[46,41]"
46,"[null, null]","[87,>99]","[45,40]"
45,"[null, null]","[85,>99]","[45,40]"
44,"[null, null]","[84,>99]","[44,36]"
43,"[null, null]","[82,99]","[43,34]"
42,"[null, null]","[80,99]","[43,34]"
41,"[null, null]","[79,99]","[42,26]"
40,"[null, null]","[77,99]","[41,24]"
39,"[null, null]","[76,99]","[41,24]"
38,"[null, null]","[74,98]","[40,21]"
37,"[null, null]","[72,96]","[39,19]"
36,"[82,>99]","[71,96]","[39,19]"
35,"[80,>99]","[69,95]","[38,14]"
34,"[77,99]","[68,94]","[37,12]"
33,"[76,99]","[66,93]","[37,12]"
32,"[73,99]","[65,90]","[36,2]"
31,"[72,97]","[63,89]","[null, null]"
30,"[70,95]","[61,86]","[null, null]"
29,"[68,94]","[60,83]","[null, null]"
28,"[66,93]","[58,80]","[null, null]"
27,"[64,90]","[57,78]","[null, null]"
26,"[63,89]","[55,75]","[null, null]"
25,"[61,86]","[53,75]","[null, null]"
24,"[59,83]","[52,69]","[null, null]"
23,"[57,81]","[50,66]","[null, null]"
22,"[55,75]","[49,60]","[null, null]"
21,"[54,70]","[47,52]","[null, null]"
20,"[52,66]","[45,45]","[null, null]"
19,"[50,61]","[44,36]","[null, null]"
18,"[48,55]","[42,30]","[null, null]"
17,"[46,47]","[41,23]","[null, null]"
16,"[45,40]","[39,14]","[null, null]"
15,"[43,34]","[null, null]","[null, null]"
14,"[41,25]","[null, null]","[null, null]"
13,"[39,20]","[null, null]","[null, null]"
12,"[37,6]","[null, null]","[null, null]"
